2024-09-27 22:56:58 - #----------Config info----------#
2024-09-27 22:56:58 - network: vmunet,
2024-09-27 22:56:58 - model_config: {'num_classes': 1, 'input_channels': 3, 'depths': [1, 1, 1, 1], 'depths_decoder': [1, 1, 1, 1], 'drop_path_rate': 0.2, 'load_ckpt_path': './pre_trained_weights/vmamba_small_e238_ema.pth'},
2024-09-27 22:56:58 - datasets: isic17,
2024-09-27 22:56:58 - data_path: ./data/isic2017/,
2024-09-27 22:56:58 - criterion: BceDiceLoss(
  (bce): BCELoss(
    (bceloss): BCELoss()
  )
  (dice): DiceLoss()
),
2024-09-27 22:56:58 - pretrained_path: ./pre_trained/,
2024-09-27 22:56:58 - num_classes: 1,
2024-09-27 22:56:58 - input_size_h: 256,
2024-09-27 22:56:58 - input_size_w: 256,
2024-09-27 22:56:58 - input_channels: 3,
2024-09-27 22:56:58 - distributed: False,
2024-09-27 22:56:58 - local_rank: -1,
2024-09-27 22:56:58 - num_workers: 0,
2024-09-27 22:56:58 - seed: 42,
2024-09-27 22:56:58 - world_size: None,
2024-09-27 22:56:58 - rank: None,
2024-09-27 22:56:58 - amp: False,
2024-09-27 22:56:58 - gpu_id: 0,
2024-09-27 22:56:58 - batch_size: 24,
2024-09-27 22:56:58 - epochs: 300,
2024-09-27 22:56:58 - work_dir: results/vmunet_isic17_Friday_27_September_2024_22h_56m_58s/,
2024-09-27 22:56:58 - print_interval: 1,
2024-09-27 22:56:58 - val_interval: 30,
2024-09-27 22:56:58 - save_interval: 100,
2024-09-27 22:56:58 - threshold: 0.5,
2024-09-27 22:56:58 - train_transformer: Compose(
    <utils.myNormalize object at 0x7f2d63b08eb0>
    <utils.myToTensor object at 0x7f2d63b08df0>
    <utils.myRandomHorizontalFlip object at 0x7f2d63b08100>
    <utils.myRandomVerticalFlip object at 0x7f2d63b41d90>
    <utils.myRandomRotation object at 0x7f2d63b41e20>
    <utils.myResize object at 0x7f2d63b41e80>
),
2024-09-27 22:56:58 - test_transformer: Compose(
    <utils.myNormalize object at 0x7f2d63b41f70>
    <utils.myToTensor object at 0x7f2d63b41f40>
    <utils.myResize object at 0x7f2d63b41fa0>
),
2024-09-27 22:56:58 - opt: AdamW,
2024-09-27 22:56:58 - lr: 0.001,
2024-09-27 22:56:58 - betas: (0.9, 0.999),
2024-09-27 22:56:58 - eps: 1e-08,
2024-09-27 22:56:58 - weight_decay: 0.01,
2024-09-27 22:56:58 - amsgrad: False,
2024-09-27 22:56:58 - sch: CosineAnnealingLR,
2024-09-27 22:56:58 - T_max: 50,
2024-09-27 22:56:58 - eta_min: 1e-05,
2024-09-27 22:56:58 - last_epoch: -1,
2024-09-27 22:57:09 - flops: 1.40285952, params: 12.620329, Total params: : 16.6846
2024-09-27 22:58:07 - train: epoch 1, iter:31, loss: 0.9408, lr: 0.001
2024-09-27 22:58:09 - train: epoch 1, iter:32, loss: 0.9338, lr: 0.001
2024-09-27 22:58:11 - train: epoch 1, iter:33, loss: 0.9304, lr: 0.001
2024-09-27 22:58:13 - train: epoch 1, iter:34, loss: 0.9261, lr: 0.001
2024-09-27 22:58:15 - train: epoch 1, iter:35, loss: 0.9216, lr: 0.001
2024-09-27 22:58:17 - train: epoch 1, iter:36, loss: 0.9133, lr: 0.001
2024-09-27 22:58:19 - train: epoch 1, iter:37, loss: 0.9049, lr: 0.001
2024-09-27 22:58:20 - train: epoch 1, iter:38, loss: 0.8989, lr: 0.001
2024-09-27 22:58:22 - train: epoch 1, iter:39, loss: 0.8942, lr: 0.001
2024-09-27 22:58:24 - train: epoch 1, iter:40, loss: 0.8870, lr: 0.001
2024-09-27 22:58:26 - train: epoch 1, iter:41, loss: 0.8820, lr: 0.001
2024-09-27 22:58:28 - train: epoch 1, iter:42, loss: 0.8776, lr: 0.001
2024-09-27 22:58:29 - train: epoch 1, iter:43, loss: 0.8729, lr: 0.001
2024-09-27 22:58:31 - train: epoch 1, iter:44, loss: 0.8712, lr: 0.001
2024-09-27 22:58:33 - train: epoch 1, iter:45, loss: 0.8704, lr: 0.001
2024-09-27 22:58:35 - train: epoch 1, iter:46, loss: 0.8655, lr: 0.001
2024-09-27 22:58:37 - train: epoch 1, iter:47, loss: 0.8614, lr: 0.001
2024-09-27 22:58:39 - train: epoch 1, iter:48, loss: 0.8552, lr: 0.001
2024-09-27 22:58:41 - train: epoch 1, iter:49, loss: 0.8519, lr: 0.001
2024-09-27 22:58:43 - train: epoch 1, iter:50, loss: 0.8462, lr: 0.001
2024-09-27 22:58:45 - train: epoch 1, iter:51, loss: 0.8421, lr: 0.001
2024-09-27 22:58:47 - train: epoch 1, iter:52, loss: 0.8357, lr: 0.001
2024-09-27 22:58:49 - train: epoch 1, iter:53, loss: 0.8314, lr: 0.001
2024-09-27 22:58:51 - train: epoch 1, iter:54, loss: 0.8293, lr: 0.001
2024-09-27 22:58:53 - train: epoch 1, iter:55, loss: 0.8247, lr: 0.001
2024-09-27 22:58:55 - train: epoch 1, iter:56, loss: 0.8221, lr: 0.001
2024-09-27 22:58:56 - train: epoch 1, iter:57, loss: 0.8215, lr: 0.001
2024-09-27 22:58:58 - train: epoch 1, iter:58, loss: 0.8149, lr: 0.001
2024-09-27 22:59:00 - train: epoch 1, iter:59, loss: 0.8112, lr: 0.001
2024-09-27 22:59:02 - train: epoch 1, iter:60, loss: 0.8094, lr: 0.001
2024-09-27 22:59:04 - train: epoch 1, iter:61, loss: 0.8040, lr: 0.001
2024-09-27 22:59:05 - train: epoch 1, iter:62, loss: 0.7990, lr: 0.001
2024-09-27 22:59:38 - val epoch: 1, loss: 0.7136
2024-09-27 22:59:42 - train: epoch 2, iter:0, loss: 0.6111, lr: 0.0009990232305719944
2024-09-27 22:59:44 - train: epoch 2, iter:1, loss: 0.6235, lr: 0.0009990232305719944
2024-09-27 22:59:46 - train: epoch 2, iter:2, loss: 0.6017, lr: 0.0009990232305719944
2024-09-27 22:59:48 - train: epoch 2, iter:3, loss: 0.5747, lr: 0.0009990232305719944
2024-09-27 22:59:50 - train: epoch 2, iter:4, loss: 0.5721, lr: 0.0009990232305719944
2024-09-27 22:59:52 - train: epoch 2, iter:5, loss: 0.5623, lr: 0.0009990232305719944
2024-09-27 22:59:54 - train: epoch 2, iter:6, loss: 0.5555, lr: 0.0009990232305719944
2024-09-27 22:59:55 - train: epoch 2, iter:7, loss: 0.5484, lr: 0.0009990232305719944
2024-09-27 22:59:57 - train: epoch 2, iter:8, loss: 0.5488, lr: 0.0009990232305719944
2024-09-27 22:59:59 - train: epoch 2, iter:9, loss: 0.5565, lr: 0.0009990232305719944
2024-09-27 23:00:01 - train: epoch 2, iter:10, loss: 0.5597, lr: 0.0009990232305719944
2024-09-27 23:00:03 - train: epoch 2, iter:11, loss: 0.5555, lr: 0.0009990232305719944
2024-09-27 23:00:05 - train: epoch 2, iter:12, loss: 0.5739, lr: 0.0009990232305719944
2024-09-27 23:00:07 - train: epoch 2, iter:13, loss: 0.5596, lr: 0.0009990232305719944
2024-09-27 23:00:09 - train: epoch 2, iter:14, loss: 0.5547, lr: 0.0009990232305719944
2024-09-27 23:00:11 - train: epoch 2, iter:15, loss: 0.5489, lr: 0.0009990232305719944
2024-09-27 23:00:13 - train: epoch 2, iter:16, loss: 0.5512, lr: 0.0009990232305719944
2024-09-27 23:00:15 - train: epoch 2, iter:17, loss: 0.5443, lr: 0.0009990232305719944
2024-09-27 23:00:17 - train: epoch 2, iter:18, loss: 0.5579, lr: 0.0009990232305719944
2024-09-27 23:00:19 - train: epoch 2, iter:19, loss: 0.5505, lr: 0.0009990232305719944
2024-09-27 23:00:21 - train: epoch 2, iter:20, loss: 0.5454, lr: 0.0009990232305719944
2024-09-27 23:00:23 - train: epoch 2, iter:21, loss: 0.5445, lr: 0.0009990232305719944
2024-09-27 23:00:25 - train: epoch 2, iter:22, loss: 0.5434, lr: 0.0009990232305719944
2024-09-27 23:00:27 - train: epoch 2, iter:23, loss: 0.5398, lr: 0.0009990232305719944
2024-09-27 23:00:29 - train: epoch 2, iter:24, loss: 0.5419, lr: 0.0009990232305719944
2024-09-27 23:00:31 - train: epoch 2, iter:25, loss: 0.5388, lr: 0.0009990232305719944
2024-09-27 23:00:33 - train: epoch 2, iter:26, loss: 0.5350, lr: 0.0009990232305719944
2024-09-27 23:00:35 - train: epoch 2, iter:27, loss: 0.5315, lr: 0.0009990232305719944
2024-09-27 23:00:37 - train: epoch 2, iter:28, loss: 0.5307, lr: 0.0009990232305719944
2024-09-27 23:00:38 - train: epoch 2, iter:29, loss: 0.5278, lr: 0.0009990232305719944
2024-09-27 23:00:40 - train: epoch 2, iter:30, loss: 0.5295, lr: 0.0009990232305719944
2024-09-27 23:00:42 - train: epoch 2, iter:31, loss: 0.5284, lr: 0.0009990232305719944
2024-09-27 23:00:44 - train: epoch 2, iter:32, loss: 0.5241, lr: 0.0009990232305719944
2024-09-27 23:00:46 - train: epoch 2, iter:33, loss: 0.5212, lr: 0.0009990232305719944
2024-09-27 23:00:47 - train: epoch 2, iter:34, loss: 0.5198, lr: 0.0009990232305719944
2024-09-27 23:00:49 - train: epoch 2, iter:35, loss: 0.5166, lr: 0.0009990232305719944
2024-09-27 23:00:51 - train: epoch 2, iter:36, loss: 0.5157, lr: 0.0009990232305719944
2024-09-27 23:00:53 - train: epoch 2, iter:37, loss: 0.5150, lr: 0.0009990232305719944
2024-09-27 23:00:54 - train: epoch 2, iter:38, loss: 0.5167, lr: 0.0009990232305719944
2024-09-27 23:00:56 - train: epoch 2, iter:39, loss: 0.5184, lr: 0.0009990232305719944
2024-09-27 23:00:58 - train: epoch 2, iter:40, loss: 0.5172, lr: 0.0009990232305719944
2024-09-27 23:01:00 - train: epoch 2, iter:41, loss: 0.5208, lr: 0.0009990232305719944
2024-09-27 23:01:02 - train: epoch 2, iter:42, loss: 0.5256, lr: 0.0009990232305719944
2024-09-27 23:01:03 - train: epoch 2, iter:43, loss: 0.5276, lr: 0.0009990232305719944
2024-09-27 23:01:05 - train: epoch 2, iter:44, loss: 0.5250, lr: 0.0009990232305719944
2024-09-27 23:01:07 - train: epoch 2, iter:45, loss: 0.5264, lr: 0.0009990232305719944
2024-09-27 23:01:09 - train: epoch 2, iter:46, loss: 0.5305, lr: 0.0009990232305719944
2024-09-27 23:01:11 - train: epoch 2, iter:47, loss: 0.5300, lr: 0.0009990232305719944
2024-09-27 23:01:13 - train: epoch 2, iter:48, loss: 0.5317, lr: 0.0009990232305719944
2024-09-27 23:01:15 - train: epoch 2, iter:49, loss: 0.5314, lr: 0.0009990232305719944
2024-09-27 23:01:17 - train: epoch 2, iter:50, loss: 0.5327, lr: 0.0009990232305719944
2024-09-27 23:01:19 - train: epoch 2, iter:51, loss: 0.5319, lr: 0.0009990232305719944
2024-09-27 23:01:21 - train: epoch 2, iter:52, loss: 0.5343, lr: 0.0009990232305719944
2024-09-27 23:01:22 - train: epoch 2, iter:53, loss: 0.5334, lr: 0.0009990232305719944
2024-09-27 23:01:24 - train: epoch 2, iter:54, loss: 0.5333, lr: 0.0009990232305719944
2024-09-27 23:01:26 - train: epoch 2, iter:55, loss: 0.5344, lr: 0.0009990232305719944
2024-09-27 23:01:28 - train: epoch 2, iter:56, loss: 0.5362, lr: 0.0009990232305719944
2024-09-27 23:01:30 - train: epoch 2, iter:57, loss: 0.5369, lr: 0.0009990232305719944
2024-09-27 23:01:32 - train: epoch 2, iter:58, loss: 0.5368, lr: 0.0009990232305719944
2024-09-27 23:01:34 - train: epoch 2, iter:59, loss: 0.5368, lr: 0.0009990232305719944
2024-09-27 23:01:36 - train: epoch 2, iter:60, loss: 0.5371, lr: 0.0009990232305719944
2024-09-27 23:01:37 - train: epoch 2, iter:61, loss: 0.5390, lr: 0.0009990232305719944
2024-09-27 23:01:38 - train: epoch 2, iter:62, loss: 0.5366, lr: 0.0009990232305719944
2024-09-27 23:02:11 - val epoch: 2, loss: 0.6143
2024-09-27 23:02:15 - train: epoch 3, iter:0, loss: 0.5468, lr: 0.0009960967771506664
2024-09-27 23:02:17 - train: epoch 3, iter:1, loss: 0.4815, lr: 0.0009960967771506664
2024-09-27 23:02:19 - train: epoch 3, iter:2, loss: 0.4421, lr: 0.0009960967771506664
2024-09-27 23:02:21 - train: epoch 3, iter:3, loss: 0.4595, lr: 0.0009960967771506664
2024-09-27 23:02:23 - train: epoch 3, iter:4, loss: 0.4638, lr: 0.0009960967771506664
2024-09-27 23:02:24 - train: epoch 3, iter:5, loss: 0.4533, lr: 0.0009960967771506664
2024-09-27 23:02:26 - train: epoch 3, iter:6, loss: 0.4986, lr: 0.0009960967771506664
2024-09-27 23:02:28 - train: epoch 3, iter:7, loss: 0.4982, lr: 0.0009960967771506664
2024-09-27 23:02:30 - train: epoch 3, iter:8, loss: 0.5072, lr: 0.0009960967771506664
2024-09-27 23:02:32 - train: epoch 3, iter:9, loss: 0.5143, lr: 0.0009960967771506664
2024-09-27 23:02:34 - train: epoch 3, iter:10, loss: 0.5165, lr: 0.0009960967771506664
2024-09-27 23:02:36 - train: epoch 3, iter:11, loss: 0.5147, lr: 0.0009960967771506664
2024-09-27 23:02:37 - train: epoch 3, iter:12, loss: 0.5111, lr: 0.0009960967771506664
2024-09-27 23:02:40 - train: epoch 3, iter:13, loss: 0.5097, lr: 0.0009960967771506664
2024-09-27 23:02:41 - train: epoch 3, iter:14, loss: 0.5085, lr: 0.0009960967771506664
2024-09-27 23:02:43 - train: epoch 3, iter:15, loss: 0.5061, lr: 0.0009960967771506664
2024-09-27 23:02:45 - train: epoch 3, iter:16, loss: 0.4967, lr: 0.0009960967771506664
2024-09-27 23:02:47 - train: epoch 3, iter:17, loss: 0.4945, lr: 0.0009960967771506664
2024-09-27 23:02:49 - train: epoch 3, iter:18, loss: 0.4913, lr: 0.0009960967771506664
2024-09-27 23:02:51 - train: epoch 3, iter:19, loss: 0.4852, lr: 0.0009960967771506664
2024-09-27 23:02:53 - train: epoch 3, iter:20, loss: 0.4837, lr: 0.0009960967771506664
2024-09-27 23:02:55 - train: epoch 3, iter:21, loss: 0.4867, lr: 0.0009960967771506664
2024-09-27 23:02:57 - train: epoch 3, iter:22, loss: 0.4854, lr: 0.0009960967771506664
2024-09-27 23:02:59 - train: epoch 3, iter:23, loss: 0.4843, lr: 0.0009960967771506664
2024-09-27 23:03:01 - train: epoch 3, iter:24, loss: 0.4876, lr: 0.0009960967771506664
2024-09-27 23:03:03 - train: epoch 3, iter:25, loss: 0.4849, lr: 0.0009960967771506664
2024-09-27 23:03:05 - train: epoch 3, iter:26, loss: 0.4819, lr: 0.0009960967771506664
2024-09-27 23:03:07 - train: epoch 3, iter:27, loss: 0.4791, lr: 0.0009960967771506664
2024-09-27 23:03:08 - train: epoch 3, iter:28, loss: 0.4770, lr: 0.0009960967771506664
2024-09-27 23:03:10 - train: epoch 3, iter:29, loss: 0.4745, lr: 0.0009960967771506664
2024-09-27 23:03:12 - train: epoch 3, iter:30, loss: 0.4730, lr: 0.0009960967771506664
2024-09-27 23:03:14 - train: epoch 3, iter:31, loss: 0.4709, lr: 0.0009960967771506664
2024-09-27 23:03:15 - train: epoch 3, iter:32, loss: 0.4704, lr: 0.0009960967771506664
2024-09-27 23:03:17 - train: epoch 3, iter:33, loss: 0.4702, lr: 0.0009960967771506664
2024-09-27 23:03:19 - train: epoch 3, iter:34, loss: 0.4718, lr: 0.0009960967771506664
2024-09-27 23:03:21 - train: epoch 3, iter:35, loss: 0.4693, lr: 0.0009960967771506664
2024-09-27 23:03:23 - train: epoch 3, iter:36, loss: 0.4685, lr: 0.0009960967771506664
2024-09-27 23:03:24 - train: epoch 3, iter:37, loss: 0.4730, lr: 0.0009960967771506664
2024-09-27 23:03:26 - train: epoch 3, iter:38, loss: 0.4744, lr: 0.0009960967771506664
2024-09-27 23:03:28 - train: epoch 3, iter:39, loss: 0.4737, lr: 0.0009960967771506664
2024-09-27 23:03:30 - train: epoch 3, iter:40, loss: 0.4732, lr: 0.0009960967771506664
2024-09-27 23:03:32 - train: epoch 3, iter:41, loss: 0.4711, lr: 0.0009960967771506664
2024-09-27 23:03:34 - train: epoch 3, iter:42, loss: 0.4717, lr: 0.0009960967771506664
2024-09-27 23:03:36 - train: epoch 3, iter:43, loss: 0.4711, lr: 0.0009960967771506664
2024-09-27 23:03:38 - train: epoch 3, iter:44, loss: 0.4695, lr: 0.0009960967771506664
2024-09-27 23:03:40 - train: epoch 3, iter:45, loss: 0.4686, lr: 0.0009960967771506664
2024-09-27 23:03:41 - train: epoch 3, iter:46, loss: 0.4650, lr: 0.0009960967771506664
2024-09-27 23:03:43 - train: epoch 3, iter:47, loss: 0.4658, lr: 0.0009960967771506664
2024-09-27 23:03:45 - train: epoch 3, iter:48, loss: 0.4651, lr: 0.0009960967771506664
2024-09-27 23:03:47 - train: epoch 3, iter:49, loss: 0.4646, lr: 0.0009960967771506664
2024-09-27 23:03:49 - train: epoch 3, iter:50, loss: 0.4617, lr: 0.0009960967771506664
2024-09-27 23:03:50 - train: epoch 3, iter:51, loss: 0.4573, lr: 0.0009960967771506664
2024-09-27 23:03:52 - train: epoch 3, iter:52, loss: 0.4547, lr: 0.0009960967771506664
2024-09-27 23:03:54 - train: epoch 3, iter:53, loss: 0.4548, lr: 0.0009960967771506664
2024-09-27 23:03:56 - train: epoch 3, iter:54, loss: 0.4535, lr: 0.0009960967771506664
2024-09-27 23:03:58 - train: epoch 3, iter:55, loss: 0.4529, lr: 0.0009960967771506664
2024-09-27 23:04:00 - train: epoch 3, iter:56, loss: 0.4523, lr: 0.0009960967771506664
2024-09-27 23:04:01 - train: epoch 3, iter:57, loss: 0.4547, lr: 0.0009960967771506664
2024-09-27 23:04:03 - train: epoch 3, iter:58, loss: 0.4577, lr: 0.0009960967771506664
2024-09-27 23:04:05 - train: epoch 3, iter:59, loss: 0.4570, lr: 0.0009960967771506664
2024-09-27 23:04:07 - train: epoch 3, iter:60, loss: 0.4599, lr: 0.0009960967771506664
2024-09-27 23:04:09 - train: epoch 3, iter:61, loss: 0.4623, lr: 0.0009960967771506664
2024-09-27 23:04:10 - train: epoch 3, iter:62, loss: 0.4632, lr: 0.0009960967771506664
2024-09-27 23:04:42 - val epoch: 3, loss: 0.4835
2024-09-27 23:04:46 - train: epoch 4, iter:0, loss: 0.3631, lr: 0.0009912321891107007
2024-09-27 23:04:48 - train: epoch 4, iter:1, loss: 0.3508, lr: 0.0009912321891107007
2024-09-27 23:04:49 - train: epoch 4, iter:2, loss: 0.4106, lr: 0.0009912321891107007
2024-09-27 23:04:51 - train: epoch 4, iter:3, loss: 0.3915, lr: 0.0009912321891107007
2024-09-27 23:04:53 - train: epoch 4, iter:4, loss: 0.3715, lr: 0.0009912321891107007
2024-09-27 23:04:55 - train: epoch 4, iter:5, loss: 0.3697, lr: 0.0009912321891107007
2024-09-27 23:04:57 - train: epoch 4, iter:6, loss: 0.3841, lr: 0.0009912321891107007
2024-09-27 23:04:59 - train: epoch 4, iter:7, loss: 0.3767, lr: 0.0009912321891107007
2024-09-27 23:05:01 - train: epoch 4, iter:8, loss: 0.3848, lr: 0.0009912321891107007
2024-09-27 23:05:03 - train: epoch 4, iter:9, loss: 0.4043, lr: 0.0009912321891107007
2024-09-27 23:05:04 - train: epoch 4, iter:10, loss: 0.4119, lr: 0.0009912321891107007
2024-09-27 23:05:06 - train: epoch 4, iter:11, loss: 0.4297, lr: 0.0009912321891107007
2024-09-27 23:05:08 - train: epoch 4, iter:12, loss: 0.4452, lr: 0.0009912321891107007
2024-09-27 23:05:10 - train: epoch 4, iter:13, loss: 0.4587, lr: 0.0009912321891107007
2024-09-27 23:05:12 - train: epoch 4, iter:14, loss: 0.4548, lr: 0.0009912321891107007
2024-09-27 23:05:14 - train: epoch 4, iter:15, loss: 0.4504, lr: 0.0009912321891107007
2024-09-27 23:05:16 - train: epoch 4, iter:16, loss: 0.4471, lr: 0.0009912321891107007
2024-09-27 23:05:18 - train: epoch 4, iter:17, loss: 0.4480, lr: 0.0009912321891107007
2024-09-27 23:05:20 - train: epoch 4, iter:18, loss: 0.4539, lr: 0.0009912321891107007
2024-09-27 23:05:22 - train: epoch 4, iter:19, loss: 0.4543, lr: 0.0009912321891107007
2024-09-27 23:05:24 - train: epoch 4, iter:20, loss: 0.4597, lr: 0.0009912321891107007
2024-09-27 23:05:26 - train: epoch 4, iter:21, loss: 0.4558, lr: 0.0009912321891107007
2024-09-27 23:05:27 - train: epoch 4, iter:22, loss: 0.4578, lr: 0.0009912321891107007
2024-09-27 23:05:29 - train: epoch 4, iter:23, loss: 0.4654, lr: 0.0009912321891107007
2024-09-27 23:05:31 - train: epoch 4, iter:24, loss: 0.4570, lr: 0.0009912321891107007
2024-09-27 23:05:33 - train: epoch 4, iter:25, loss: 0.4585, lr: 0.0009912321891107007
2024-09-27 23:05:34 - train: epoch 4, iter:26, loss: 0.4572, lr: 0.0009912321891107007
2024-09-27 23:05:36 - train: epoch 4, iter:27, loss: 0.4622, lr: 0.0009912321891107007
2024-09-27 23:05:38 - train: epoch 4, iter:28, loss: 0.4572, lr: 0.0009912321891107007
2024-09-27 23:05:40 - train: epoch 4, iter:29, loss: 0.4549, lr: 0.0009912321891107007
2024-09-27 23:05:41 - train: epoch 4, iter:30, loss: 0.4526, lr: 0.0009912321891107007
2024-09-27 23:05:43 - train: epoch 4, iter:31, loss: 0.4528, lr: 0.0009912321891107007
2024-09-27 23:05:45 - train: epoch 4, iter:32, loss: 0.4474, lr: 0.0009912321891107007
2024-09-27 23:05:47 - train: epoch 4, iter:33, loss: 0.4440, lr: 0.0009912321891107007
2024-09-27 23:05:49 - train: epoch 4, iter:34, loss: 0.4418, lr: 0.0009912321891107007
2024-09-27 23:05:51 - train: epoch 4, iter:35, loss: 0.4440, lr: 0.0009912321891107007
2024-09-27 23:05:52 - train: epoch 4, iter:36, loss: 0.4402, lr: 0.0009912321891107007
2024-09-27 23:05:54 - train: epoch 4, iter:37, loss: 0.4386, lr: 0.0009912321891107007
2024-09-27 23:05:56 - train: epoch 4, iter:38, loss: 0.4369, lr: 0.0009912321891107007
2024-09-27 23:05:58 - train: epoch 4, iter:39, loss: 0.4335, lr: 0.0009912321891107007
2024-09-27 23:05:59 - train: epoch 4, iter:40, loss: 0.4378, lr: 0.0009912321891107007
